Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2015,RACE7,RACE,C,12,"Black / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE7,RACE,C,13,"American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE7,RACE,C,14,"Asian / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE7,RACE,C,15,"White / Black / American Indian, Alaska Native",YES,YES
AHS2015,RACE7,RACE,C,16,White / Black /Asian,YES,YES
AHS2015,RACE7,RACE,C,17,"White / American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE7,RACE,C,18,"White / Asian / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE7,RACE,C,19,"White / Black / American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE7,RACE,C,20,Other combinations of 2 or more races,YES,YES
AHS2015,RACE8,RACE,C,01,White Only,YES,YES
AHS2015,RACE8,RACE,C,02,Black Only,YES,YES
AHS2015,RACE8,RACE,C,03,"American Indian, Alaska Native Only",YES,YES
AHS2015,RACE8,RACE,C,04,Asian Only,YES,YES
AHS2015,RACE8,RACE,C,05,"Hawaiian, Pacific Islander Only",YES,YES
AHS2015,RACE8,RACE,C,06,White / Black,YES,YES
AHS2015,RACE8,RACE,C,07,"White / American Indian, Alaska Native",YES,YES
AHS2015,RACE8,RACE,C,08,White / Asian,YES,YES
AHS2015,RACE8,RACE,C,09,"White / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE8,RACE,C,10,"Black / American Indian, Alaska Native",YES,YES
AHS2015,RACE8,RACE,C,11,Black / Asian,YES,YES
AHS2015,RACE8,RACE,C,12,"Black / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE8,RACE,C,13,"American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE8,RACE,C,14,"Asian / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE8,RACE,C,15,"White / Black / American Indian, Alaska Native",YES,YES
AHS2015,RACE8,RACE,C,16,White / Black /Asian,YES,YES
AHS2015,RACE8,RACE,C,17,"White / American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE8,RACE,C,18,"White / Asian / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE8,RACE,C,19,"White / Black / American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE8,RACE,C,20,Other combinations of 2 or more races,YES,YES
AHS2015,RACE9,RACE,C,01,White Only,YES,YES
AHS2015,RACE9,RACE,C,02,Black Only,YES,YES
AHS2015,RACE9,RACE,C,03,"American Indian, Alaska Native Only",YES,YES
AHS2015,RACE9,RACE,C,04,Asian Only,YES,YES
AHS2015,RACE9,RACE,C,05,"Hawaiian, Pacific Islander Only",YES,YES
AHS2015,RACE9,RACE,C,06,White / Black,YES,YES
AHS2015,RACE9,RACE,C,07,"White / American Indian, Alaska Native",YES,YES
AHS2015,RACE9,RACE,C,08,White / Asian,YES,YES
AHS2015,RACE9,RACE,C,09,"White / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE9,RACE,C,10,"Black / American Indian, Alaska Native",YES,YES
AHS2015,RACE9,RACE,C,11,Black / Asian,YES,YES
AHS2015,RACE9,RACE,C,12,"Black / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE9,RACE,C,13,"American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE9,RACE,C,14,"Asian / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE9,RACE,C,15,"White / Black / American Indian, Alaska Native",YES,YES
AHS2015,RACE9,RACE,C,16,White / Black /Asian,YES,YES
AHS2015,RACE9,RACE,C,17,"White / American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE9,RACE,C,18,"White / Asian / Hawaiian, Pacific Islander",YES,YES
AHS2015,RACE9,RACE,C,19,"White / Black / American Indian, Alaska Native / Asian",YES,YES
AHS2015,RACE9,RACE,C,20,Other combinations of 2 or more races,YES,YES
AHS2015,RACEAS1,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS1,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS1,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS1,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS1,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS1,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS1,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS1,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS1,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS10,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS10,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS10,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS10,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS10,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS10,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS10,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS10,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS10,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS11,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS11,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS11,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS11,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS11,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS11,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS11,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS11,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS11,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS12,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS12,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS12,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS12,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS12,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS12,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS12,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS12,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS12,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS13,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS13,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS13,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS13,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS13,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS13,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS13,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS13,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS13,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS14,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS14,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS14,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS14,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS14,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS14,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS14,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS14,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS14,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS15,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS15,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS15,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS15,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS15,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS15,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS15,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS15,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS15,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS16,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS16,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS16,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS16,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS16,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS16,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS16,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS16,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS16,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS2,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS2,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS2,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS2,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS2,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS2,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS2,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS2,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS2,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS3,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS3,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS3,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS3,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS3,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS3,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS3,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS3,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS3,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS4,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS4,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS4,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS4,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS4,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS4,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS4,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS4,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS4,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS5,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS5,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS5,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS5,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS5,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS5,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS5,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS5,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS5,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS6,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS6,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS6,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS6,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS6,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS6,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS6,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS6,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS6,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS7,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS7,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS7,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS7,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS7,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS7,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS7,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS7,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS7,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS8,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS8,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS8,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS8,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS8,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS8,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS8,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS8,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS8,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEAS9,RACEAS,C,1,Asian Indian only,YES,YES
AHS2015,RACEAS9,RACEAS,C,2,Chinese only,YES,YES
AHS2015,RACEAS9,RACEAS,C,3,Filipino only,YES,YES
AHS2015,RACEAS9,RACEAS,C,4,Japanese only,YES,YES
AHS2015,RACEAS9,RACEAS,C,5,Korean only,YES,YES
AHS2015,RACEAS9,RACEAS,C,6,Vietnamese only,YES,YES
AHS2015,RACEAS9,RACEAS,C,7,Some other Asian race only,YES,YES
AHS2015,RACEAS9,RACEAS,C,8,Two or more Asian races,YES,YES
AHS2015,RACEAS9,RACEAS,C,N,Not Applicable,YES,YES
AHS2015,RACEPI1,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI1,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI1,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI1,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI1,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI1,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI10,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI10,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI10,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI10,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI10,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI10,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI11,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI11,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI11,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI11,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI11,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI11,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI12,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI12,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI12,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI12,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI12,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI12,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI13,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI13,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI13,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI13,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI13,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI13,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI14,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI14,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI14,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI14,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI14,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI14,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI15,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI15,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI15,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI15,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI15,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI15,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI16,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI16,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI16,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI16,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI16,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI16,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI2,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI2,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI2,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI2,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI2,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI2,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI3,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI3,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI3,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI3,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI3,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI3,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI4,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI4,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI4,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI4,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI4,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI4,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI5,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI5,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI5,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI5,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI5,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI5,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI6,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI6,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI6,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI6,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI6,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI6,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI7,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI7,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI7,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI7,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI7,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI7,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI8,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI8,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI8,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI8,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI8,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI8,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RACEPI9,RACEPI,C,1,Native Hawaiian only,YES,YES
AHS2015,RACEPI9,RACEPI,C,2,Guamanian or Chamorro only,YES,YES
AHS2015,RACEPI9,RACEPI,C,3,Samoan only,YES,YES
AHS2015,RACEPI9,RACEPI,C,4,Some other Pacific islander race only,YES,YES
AHS2015,RACEPI9,RACEPI,C,5,Two or more Native Hawaiian or Pacific islander races,YES,YES
AHS2015,RACEPI9,RACEPI,C,N,Not Applicable,YES,YES
AHS2015,RADONACT,RADONACT,C,1,Yes,YES,YES
AHS2015,RADONACT,RADONACT,C,2,No,YES,YES
AHS2015,RADONACT,RADONACT,C,M,Not Reported,YES,YES
AHS2015,RADONACT,RADONACT,C,N,Not Applicable,YES,YES
AHS2015,RADONSUG,RADONSUG,C,1,Yes,YES,YES
AHS2015,RADONSUG,RADONSUG,C,2,No,YES,YES
AHS2015,RADONSUG,RADONSUG,C,M,Not Reported,YES,YES
AHS2015,RADONSUG,RADONSUG,C,N,Not Applicable,YES,YES
AHS2015,RADONTEST,RADONTEST,C,1,Yes,YES,YES
AHS2015,RADONTEST,RADONTEST,C,2,No,YES,YES
AHS2015,RADONTEST,RADONTEST,C,M,Not Reported,YES,YES
AHS2015,RADONTEST,RADONTEST,C,N,Not Applicable,YES,YES
AHS2015,RATINGHS,RATINGHS,N,.M,Not Reported,YES,YES
AHS2015,RATINGHS,RATINGHS,N,.N,Not Applicable,YES,YES
AHS2015,RATINGNH,RATINGNH,N,.M,Not Reported,YES,YES
AHS2015,RATINGNH,RATINGNH,N,.N,Not Applicable,YES,YES
AHS2015,REL1,REL,C,01,Reference person with relatives in household,YES,YES
AHS2015,REL1,REL,C,02,Reference person without relatives in household,YES,YES
AHS2015,REL1,REL,C,03,Spouse (husband/wife),YES,YES
AHS2015,REL1,REL,C,04,Child of reference person,YES,YES
AHS2015,REL1,REL,C,05,Grandchild of reference person,YES,YES
AHS2015,REL1,REL,C,06,Parent of reference person,YES,YES
AHS2015,REL1,REL,C,07,Sibling (brother/sister) of reference person,YES,YES
AHS2015,REL1,REL,C,08,Other relative of reference person,YES,YES
AHS2015,REL1,REL,C,09,Foster child of reference person,YES,YES
AHS2015,REL1,REL,C,10,Unmarried partner (with own relatives),YES,YES
AHS2015,REL1,REL,C,11,Unmarried partner (without own relatives),YES,YES
AHS2015,REL1,REL,C,12,House/roommate (with own relatives),YES,YES
AHS2015,REL1,REL,C,13,House/roommate (without own relatives),YES,YES
AHS2015,REL1,REL,C,14,Roomer/boarder (with own relatives),YES,YES
AHS2015,REL1,REL,C,15,Roomer/boarder (without own relatives),YES,YES
AHS2015,REL1,REL,C,16,Other nonrelative (with own relatives),YES,YES
AHS2015,REL1,REL,C,17,Other nonrelative (without own relatives),YES,YES
AHS2015,REL10,REL,C,01,Reference person with relatives in household,YES,YES
AHS2015,REL10,REL,C,02,Reference person without relatives in household,YES,YES
AHS2015,REL10,REL,C,03,Spouse (husband/wife),YES,YES
AHS2015,REL10,REL,C,04,Child of reference person,YES,YES
AHS2015,REL10,REL,C,05,Grandchild of reference person,YES,YES
AHS2015,REL10,REL,C,06,Parent of reference person,YES,YES
AHS2015,REL10,REL,C,07,Sibling (brother/sister) of reference person,YES,YES
AHS2015,REL10,REL,C,08,Other relative of reference person,YES,YES
AHS2015,REL10,REL,C,09,Foster child of reference person,YES,YES
AHS2015,REL10,REL,C,10,Unmarried partner (with own relatives),YES,YES
AHS2015,REL10,REL,C,11,Unmarried partner (without own relatives),YES,YES
AHS2015,REL10,REL,C,12,House/roommate (with own relatives),YES,YES
AHS2015,REL10,REL,C,13,House/roommate (without own relatives),YES,YES
AHS2015,REL10,REL,C,14,Roomer/boarder (with own relatives),YES,YES
AHS2015,REL10,REL,C,15,Roomer/boarder (without own relatives),YES,YES
AHS2015,REL10,REL,C,16,Other nonrelative (with own relatives),YES,YES
AHS2015,REL10,REL,C,17,Other nonrelative (without own relatives),YES,YES
AHS2015,REL11,REL,C,01,Reference person with relatives in household,YES,YES
AHS2015,REL11,REL,C,02,Reference person without relatives in household,YES,YES
AHS2015,REL11,REL,C,03,Spouse (husband/wife),YES,YES
AHS2015,REL11,REL,C,04,Child of reference person,YES,YES
AHS2015,REL11,REL,C,05,Grandchild of reference person,YES,YES
AHS2015,REL11,REL,C,06,Parent of reference person,YES,YES
AHS2015,REL11,REL,C,07,Sibling (brother/sister) of reference person,YES,YES
AHS2015,REL11,REL,C,08,Other relative of reference person,YES,YES
AHS2015,REL11,REL,C,09,Foster child of reference person,YES,YES
AHS2015,REL11,REL,C,10,Unmarried partner (with own relatives),YES,YES
AHS2015,REL11,REL,C,11,Unmarried partner (without own relatives),YES,YES
AHS2015,REL11,REL,C,12,House/roommate (with own relatives),YES,YES
AHS2015,REL11,REL,C,13,House/roommate (without own relatives),YES,YES
AHS2015,REL11,REL,C,14,Roomer/boarder (with own relatives),YES,YES
AHS2015,REL11,REL,C,15,Roomer/boarder (without own relatives),YES,YES
AHS2015,REL11,REL,C,16,Other nonrelative (with own relatives),YES,YES
AHS2015,REL11,REL,C,17,Other nonrelative (without own relatives),YES,YES
AHS2015,REL12,REL,C,01,Reference person with relatives in household,YES,YES
AHS2015,REL12,REL,C,02,Reference person without relatives in household,YES,YES
AHS2015,REL12,REL,C,03,Spouse (husband/wife),YES,YES
AHS2015,REL12,REL,C,04,Child of reference person,YES,YES
AHS2015,REL12,REL,C,05,Grandchild of reference person,YES,YES
AHS2015,REL12,REL,C,06,Parent of reference person,YES,YES
AHS2015,REL12,REL,C,07,Sibling (brother/sister) of reference person,YES,YES
AHS2015,REL12,REL,C,08,Other relative of reference person,YES,YES
AHS2015,REL12,REL,C,09,Foster child of reference person,YES,YES
AHS2015,REL12,REL,C,10,Unmarried partner (with own relatives),YES,YES
AHS2015,REL12,REL,C,11,Unmarried partner (without own relatives),YES,YES
AHS2015,REL12,REL,C,12,House/roommate (with own relatives),YES,YES
AHS2015,REL12,REL,C,13,House/roommate (without own relatives),YES,YES
AHS2015,REL12,REL,C,14,Roomer/boarder (with own relatives),YES,YES
AHS2015,REL12,REL,C,15,Roomer/boarder (without own relatives),YES,YES
AHS2015,REL12,REL,C,16,Other nonrelative (with own relatives),YES,YES
AHS2015,REL12,REL,C,17,Other nonrelative (without own relatives),YES,YES
